date,variable,value
2014-02-01,unemploy,10349
2014-03-01,unemploy,10380
2014-04-01,unemploy,9702
2014-05-01,unemploy,9859
2014-06-01,unemploy,9460
2014-07-01,unemploy,9608
2014-08-01,unemploy,9599
2014-09-01,unemploy,9262
2014-10-01,unemploy,8990
2014-11-01,unemploy,9090
2014-12-01,unemploy,8717
2015-01-01,unemploy,8903
2015-02-01,unemploy,8610
2015-03-01,unemploy,8504
2015-04-01,unemploy,8526
