year,month,month_padded,month_long,month_short,day,day_padded,day_ord,date_1,date_2,date_3,births
2013,1,01,January,Jan,17,17,17th,"17th January, 2013","Jan 17, 2013",2013-01-17,12113
2013,1,01,January,Jan,18,18,18th,"18th January, 2013","Jan 18, 2013",2013-01-18,11846
2013,1,01,January,Jan,19,19,19th,"19th January, 2013","Jan 19, 2013",2013-01-19,7708
2013,1,01,January,Jan,20,20,20th,"20th January, 2013","Jan 20, 2013",2013-01-20,7001
2013,1,01,January,Jan,21,21,21st,"21st January, 2013","Jan 21, 2013",2013-01-21,10777
2013,1,01,January,Jan,22,22,22nd,"22nd January, 2013","Jan 22, 2013",2013-01-22,11835
2013,1,01,January,Jan,23,23,23rd,"23rd January, 2013","Jan 23, 2013",2013-01-23,11917
2013,1,01,January,Jan,24,24,24th,"24th January, 2013","Jan 24, 2013",2013-01-24,12016
2013,1,01,January,Jan,25,25,25th,"25th January, 2013","Jan 25, 2013",2013-01-25,11638
2013,1,01,January,Jan,26,26,26th,"26th January, 2013","Jan 26, 2013",2013-01-26,8047
2013,1,01,January,Jan,27,27,27th,"27th January, 2013","Jan 27, 2013",2013-01-27,6916
2013,1,01,January,Jan,28,28,28th,"28th January, 2013","Jan 28, 2013",2013-01-28,11520
2013,1,01,January,Jan,29,29,29th,"29th January, 2013","Jan 29, 2013",2013-01-29,12168
2013,1,01,January,Jan,30,30,30th,"30th January, 2013","Jan 30, 2013",2013-01-30,11752
2013,1,01,January,Jan,31,31,31st,"31st January, 2013","Jan 31, 2013",2013-01-31,11690
2013,2,02,February,Feb,1,01,1st,"1st February, 2013","Feb 1, 2013",2013-02-01,11995
2013,2,02,February,Feb,2,02,2nd,"2nd February, 2013","Feb 2, 2013",2013-02-02,7881
2013,2,02,February,Feb,3,03,3rd,"3rd February, 2013","Feb 3, 2013",2013-02-03,6876
2013,2,02,February,Feb,4,04,4th,"4th February, 2013","Feb 4, 2013",2013-02-04,11237
2013,2,02,February,Feb,5,05,5th,"5th February, 2013","Feb 5, 2013",2013-02-05,12114
2013,2,02,February,Feb,6,06,6th,"6th February, 2013","Feb 6, 2013",2013-02-06,11617
2013,2,02,February,Feb,7,07,7th,"7th February, 2013","Feb 7, 2013",2013-02-07,12025
2013,2,02,February,Feb,8,08,8th,"8th February, 2013","Feb 8, 2013",2013-02-08,11959
2013,2,02,February,Feb,9,09,9th,"9th February, 2013","Feb 9, 2013",2013-02-09,7776
2013,2,02,February,Feb,10,10,10th,"10th February, 2013","Feb 10, 2013",2013-02-10,6735
2013,2,02,February,Feb,11,11,11th,"11th February, 2013","Feb 11, 2013",2013-02-11,11460
2013,2,02,February,Feb,12,12,12th,"12th February, 2013","Feb 12, 2013",2013-02-12,12243
2013,2,02,February,Feb,13,13,13th,"13th February, 2013","Feb 13, 2013",2013-02-13,11648
2013,2,02,February,Feb,14,14,14th,"14th February, 2013","Feb 14, 2013",2013-02-14,12422
2013,2,02,February,Feb,15,15,15th,"15th February, 2013","Feb 15, 2013",2013-02-15,11914
2013,2,02,February,Feb,16,16,16th,"16th February, 2013","Feb 16, 2013",2013-02-16,7902
2013,2,02,February,Feb,17,17,17th,"17th February, 2013","Feb 17, 2013",2013-02-17,7044
2013,2,02,February,Feb,18,18,18th,"18th February, 2013","Feb 18, 2013",2013-02-18,10863
2013,2,02,February,Feb,19,19,19th,"19th February, 2013","Feb 19, 2013",2013-02-19,12137
2013,2,02,February,Feb,20,20,20th,"20th February, 2013","Feb 20, 2013",2013-02-20,11941
2013,2,02,February,Feb,21,21,21st,"21st February, 2013","Feb 21, 2013",2013-02-21,11899
2013,2,02,February,Feb,22,22,22nd,"22nd February, 2013","Feb 22, 2013",2013-02-22,11778
2013,2,02,February,Feb,23,23,23rd,"23rd February, 2013","Feb 23, 2013",2013-02-23,7866
2013,2,02,February,Feb,24,24,24th,"24th February, 2013","Feb 24, 2013",2013-02-24,6914
2013,2,02,February,Feb,25,25,25th,"25th February, 2013","Feb 25, 2013",2013-02-25,11358
2013,2,02,February,Feb,26,26,26th,"26th February, 2013","Feb 26, 2013",2013-02-26,11982
2013,2,02,February,Feb,27,27,27th,"27th February, 2013","Feb 27, 2013",2013-02-27,11695
2013,2,02,February,Feb,28,28,28th,"28th February, 2013","Feb 28, 2013",2013-02-28,11601
2013,3,03,March,Mar,1,01,1st,"1st March, 2013","Mar 1, 2013",2013-03-01,12075
2013,3,03,March,Mar,2,02,2nd,"2nd March, 2013","Mar 2, 2013",2013-03-02,7836
2013,3,03,March,Mar,3,03,3rd,"3rd March, 2013","Mar 3, 2013",2013-03-03,7098
2013,3,03,March,Mar,4,04,4th,"4th March, 2013","Mar 4, 2013",2013-03-04,11667
2013,3,03,March,Mar,5,05,5th,"5th March, 2013","Mar 5, 2013",2013-03-05,12172
2013,3,03,March,Mar,6,06,6th,"6th March, 2013","Mar 6, 2013",2013-03-06,11800
2013,3,03,March,Mar,7,07,7th,"7th March, 2013","Mar 7, 2013",2013-03-07,11918
2013,3,03,March,Mar,8,08,8th,"8th March, 2013","Mar 8, 2013",2013-03-08,11787
2013,3,03,March,Mar,9,09,9th,"9th March, 2013","Mar 9, 2013",2013-03-09,7946
2013,3,03,March,Mar,10,10,10th,"10th March, 2013","Mar 10, 2013",2013-03-10,6610
2013,3,03,March,Mar,11,11,11th,"11th March, 2013","Mar 11, 2013",2013-03-11,11591
2013,3,03,March,Mar,12,12,12th,"12th March, 2013","Mar 12, 2013",2013-03-12,12102
2013,3,03,March,Mar,13,13,13th,"13th March, 2013","Mar 13, 2013",2013-03-13,11937
2013,3,03,March,Mar,14,14,14th,"14th March, 2013","Mar 14, 2013",2013-03-14,11831
2013,3,03,March,Mar,15,15,15th,"15th March, 2013","Mar 15, 2013",2013-03-15,11811
2013,3,03,March,Mar,16,16,16th,"16th March, 2013","Mar 16, 2013",2013-03-16,7906
2013,3,03,March,Mar,17,17,17th,"17th March, 2013","Mar 17, 2013",2013-03-17,7134
2013,3,03,March,Mar,18,18,18th,"18th March, 2013","Mar 18, 2013",2013-03-18,11825
2013,3,03,March,Mar,19,19,19th,"19th March, 2013","Mar 19, 2013",2013-03-19,12070
2013,3,03,March,Mar,20,20,20th,"20th March, 2013","Mar 20, 2013",2013-03-20,12024
2013,3,03,March,Mar,21,21,21st,"21st March, 2013","Mar 21, 2013",2013-03-21,12096
2013,3,03,March,Mar,22,22,22nd,"22nd March, 2013","Mar 22, 2013",2013-03-22,11949
2013,3,03,March,Mar,23,23,23rd,"23rd March, 2013","Mar 23, 2013",2013-03-23,7876
2013,3,03,March,Mar,24,24,24th,"24th March, 2013","Mar 24, 2013",2013-03-24,6956
2013,3,03,March,Mar,25,25,25th,"25th March, 2013","Mar 25, 2013",2013-03-25,11619
2013,3,03,March,Mar,26,26,26th,"26th March, 2013","Mar 26, 2013",2013-03-26,12199
2013,3,03,March,Mar,27,27,27th,"27th March, 2013","Mar 27, 2013",2013-03-27,12204
2013,3,03,March,Mar,28,28,28th,"28th March, 2013","Mar 28, 2013",2013-03-28,12006
2013,3,03,March,Mar,29,29,29th,"29th March, 2013","Mar 29, 2013",2013-03-29,10986
2013,3,03,March,Mar,30,30,30th,"30th March, 2013","Mar 30, 2013",2013-03-30,7863
2013,3,03,March,Mar,31,31,31st,"31st March, 2013","Mar 31, 2013",2013-03-31,6735
2013,4,04,April,Apr,1,01,1st,"1st April, 2013","Apr 1, 2013",2013-04-01,10440
2013,4,04,April,Apr,2,02,2nd,"2nd April, 2013","Apr 2, 2013",2013-04-02,12389
2013,4,04,April,Apr,3,03,3rd,"3rd April, 2013","Apr 3, 2013",2013-04-03,12081
2013,4,04,April,Apr,4,04,4th,"4th April, 2013","Apr 4, 2013",2013-04-04,12019
2013,4,04,April,Apr,5,05,5th,"5th April, 2013","Apr 5, 2013",2013-04-05,11858
2013,4,04,April,Apr,6,06,6th,"6th April, 2013","Apr 6, 2013",2013-04-06,7789
2013,4,04,April,Apr,7,07,7th,"7th April, 2013","Apr 7, 2013",2013-04-07,6796
2013,4,04,April,Apr,8,08,8th,"8th April, 2013","Apr 8, 2013",2013-04-08,11423
2013,4,04,April,Apr,9,09,9th,"9th April, 2013","Apr 9, 2013",2013-04-09,12074
2013,4,04,April,Apr,10,10,10th,"10th April, 2013","Apr 10, 2013",2013-04-10,11759
2013,4,04,April,Apr,11,11,11th,"11th April, 2013","Apr 11, 2013",2013-04-11,11765
2013,4,04,April,Apr,12,12,12th,"12th April, 2013","Apr 12, 2013",2013-04-12,11494
2013,4,04,April,Apr,13,13,13th,"13th April, 2013","Apr 13, 2013",2013-04-13,7643
2013,4,04,April,Apr,14,14,14th,"14th April, 2013","Apr 14, 2013",2013-04-14,6898
2013,4,04,April,Apr,15,15,15th,"15th April, 2013","Apr 15, 2013",2013-04-15,11318
2013,4,04,April,Apr,16,16,16th,"16th April, 2013","Apr 16, 2013",2013-04-16,12168
2013,4,04,April,Apr,17,17,17th,"17th April, 2013","Apr 17, 2013",2013-04-17,11765
2013,4,04,April,Apr,18,18,18th,"18th April, 2013","Apr 18, 2013",2013-04-18,11665
2013,4,04,April,Apr,19,19,19th,"19th April, 2013","Apr 19, 2013",2013-04-19,11511
2013,4,04,April,Apr,20,20,20th,"20th April, 2013","Apr 20, 2013",2013-04-20,7718
2013,4,04,April,Apr,21,21,21st,"21st April, 2013","Apr 21, 2013",2013-04-21,6722
2013,4,04,April,Apr,22,22,22nd,"22nd April, 2013","Apr 22, 2013",2013-04-22,11410
2013,4,04,April,Apr,23,23,23rd,"23rd April, 2013","Apr 23, 2013",2013-04-23,11956
2013,4,04,April,Apr,24,24,24th,"24th April, 2013","Apr 24, 2013",2013-04-24,11537
2013,4,04,April,Apr,25,25,25th,"25th April, 2013","Apr 25, 2013",2013-04-25,11620
2013,4,04,April,Apr,26,26,26th,"26th April, 2013","Apr 26, 2013",2013-04-26,11442
2013,4,04,April,Apr,27,27,27th,"27th April, 2013","Apr 27, 2013",2013-04-27,7651
2013,4,04,April,Apr,28,28,28th,"28th April, 2013","Apr 28, 2013",2013-04-28,6852
2013,4,04,April,Apr,29,29,29th,"29th April, 2013","Apr 29, 2013",2013-04-29,11259
2013,4,04,April,Apr,30,30,30th,"30th April, 2013","Apr 30, 2013",2013-04-30,11825
2013,5,05,May,May,1,01,1st,"1st May, 2013","May 1, 2013",2013-05-01,11948
2013,5,05,May,May,2,02,2nd,"2nd May, 2013","May 2, 2013",2013-05-02,11787
2013,5,05,May,May,3,03,3rd,"3rd May, 2013","May 3, 2013",2013-05-03,11805
2013,5,05,May,May,4,04,4th,"4th May, 2013","May 4, 2013",2013-05-04,7714
2013,5,05,May,May,5,05,5th,"5th May, 2013","May 5, 2013",2013-05-05,6609
2013,5,05,May,May,6,06,6th,"6th May, 2013","May 6, 2013",2013-05-06,11316
2013,5,05,May,May,7,07,7th,"7th May, 2013","May 7, 2013",2013-05-07,12275
2013,5,05,May,May,8,08,8th,"8th May, 2013","May 8, 2013",2013-05-08,11867
2013,5,05,May,May,9,09,9th,"9th May, 2013","May 9, 2013",2013-05-09,11628
2013,5,05,May,May,10,10,10th,"10th May, 2013","May 10, 2013",2013-05-10,11813
2013,5,05,May,May,11,11,11th,"11th May, 2013","May 11, 2013",2013-05-11,7727
2013,5,05,May,May,12,12,12th,"12th May, 2013","May 12, 2013",2013-05-12,7060
2013,5,05,May,May,13,13,13th,"13th May, 2013","May 13, 2013",2013-05-13,11289
2013,5,05,May,May,14,14,14th,"14th May, 2013","May 14, 2013",2013-05-14,12345
2013,5,05,May,May,15,15,15th,"15th May, 2013","May 15, 2013",2013-05-15,12184
2013,5,05,May,May,16,16,16th,"16th May, 2013","May 16, 2013",2013-05-16,12145
2013,5,05,May,May,17,17,17th,"17th May, 2013","May 17, 2013",2013-05-17,11945
2013,5,05,May,May,18,18,18th,"18th May, 2013","May 18, 2013",2013-05-18,7764
2013,5,05,May,May,19,19,19th,"19th May, 2013","May 19, 2013",2013-05-19,7049
2013,5,05,May,May,20,20,20th,"20th May, 2013","May 20, 2013",2013-05-20,11968
2013,5,05,May,May,21,21,21st,"21st May, 2013","May 21, 2013",2013-05-21,12685
2013,5,05,May,May,22,22,22nd,"22nd May, 2013","May 22, 2013",2013-05-22,12366
2013,5,05,May,May,23,23,23rd,"23rd May, 2013","May 23, 2013",2013-05-23,12523
2013,5,05,May,May,24,24,24th,"24th May, 2013","May 24, 2013",2013-05-24,12265
2013,5,05,May,May,25,25,25th,"25th May, 2013","May 25, 2013",2013-05-25,8156
2013,5,05,May,May,26,26,26th,"26th May, 2013","May 26, 2013",2013-05-26,6880
2013,5,05,May,May,27,27,27th,"27th May, 2013","May 27, 2013",2013-05-27,7351
2013,5,05,May,May,28,28,28th,"28th May, 2013","May 28, 2013",2013-05-28,12462
2013,5,05,May,May,29,29,29th,"29th May, 2013","May 29, 2013",2013-05-29,13062
2013,5,05,May,May,30,30,30th,"30th May, 2013","May 30, 2013",2013-05-30,12798
2013,5,05,May,May,31,31,31st,"31st May, 2013","May 31, 2013",2013-05-31,12082
2013,6,06,June,Jun,1,01,1st,"1st June, 2013","Jun 1, 2013",2013-06-01,8320
2013,6,06,June,Jun,2,02,2nd,"2nd June, 2013","Jun 2, 2013",2013-06-02,7015
2013,6,06,June,Jun,3,03,3rd,"3rd June, 2013","Jun 3, 2013",2013-06-03,11718
2013,6,06,June,Jun,4,04,4th,"4th June, 2013","Jun 4, 2013",2013-06-04,12315
2013,6,06,June,Jun,5,05,5th,"5th June, 2013","Jun 5, 2013",2013-06-05,12343
2013,6,06,June,Jun,6,06,6th,"6th June, 2013","Jun 6, 2013",2013-06-06,11935
2013,6,06,June,Jun,7,07,7th,"7th June, 2013","Jun 7, 2013",2013-06-07,12203
2013,6,06,June,Jun,8,08,8th,"8th June, 2013","Jun 8, 2013",2013-06-08,8184
2013,6,06,June,Jun,9,09,9th,"9th June, 2013","Jun 9, 2013",2013-06-09,7306
2013,6,06,June,Jun,10,10,10th,"10th June, 2013","Jun 10, 2013",2013-06-10,11852
2013,6,06,June,Jun,11,11,11th,"11th June, 2013","Jun 11, 2013",2013-06-11,12304
2013,6,06,June,Jun,12,12,12th,"12th June, 2013","Jun 12, 2013",2013-06-12,11924
2013,6,06,June,Jun,13,13,13th,"13th June, 2013","Jun 13, 2013",2013-06-13,12096
2013,6,06,June,Jun,14,14,14th,"14th June, 2013","Jun 14, 2013",2013-06-14,12046
2013,6,06,June,Jun,15,15,15th,"15th June, 2013","Jun 15, 2013",2013-06-15,8235
2013,6,06,June,Jun,16,16,16th,"16th June, 2013","Jun 16, 2013",2013-06-16,7267
2013,6,06,June,Jun,17,17,17th,"17th June, 2013","Jun 17, 2013",2013-06-17,12166
2013,6,06,June,Jun,18,18,18th,"18th June, 2013","Jun 18, 2013",2013-06-18,12754
2013,6,06,June,Jun,19,19,19th,"19th June, 2013","Jun 19, 2013",2013-06-19,12217
2013,6,06,June,Jun,20,20,20th,"20th June, 2013","Jun 20, 2013",2013-06-20,12417
2013,6,06,June,Jun,21,21,21st,"21st June, 2013","Jun 21, 2013",2013-06-21,12175
2013,6,06,June,Jun,22,22,22nd,"22nd June, 2013","Jun 22, 2013",2013-06-22,8301
2013,6,06,June,Jun,23,23,23rd,"23rd June, 2013","Jun 23, 2013",2013-06-23,7435
2013,6,06,June,Jun,24,24,24th,"24th June, 2013","Jun 24, 2013",2013-06-24,12033
2013,6,06,June,Jun,25,25,25th,"25th June, 2013","Jun 25, 2013",2013-06-25,12819
2013,6,06,June,Jun,26,26,26th,"26th June, 2013","Jun 26, 2013",2013-06-26,12526
2013,6,06,June,Jun,27,27,27th,"27th June, 2013","Jun 27, 2013",2013-06-27,12733
2013,6,06,June,Jun,28,28,28th,"28th June, 2013","Jun 28, 2013",2013-06-28,12585
2013,6,06,June,Jun,29,29,29th,"29th June, 2013","Jun 29, 2013",2013-06-29,8325
2013,6,06,June,Jun,30,30,30th,"30th June, 2013","Jun 30, 2013",2013-06-30,7319
2013,7,07,July,Jul,1,01,1st,"1st July, 2013","Jul 1, 2013",2013-07-01,12558
2013,7,07,July,Jul,2,02,2nd,"2nd July, 2013","Jul 2, 2013",2013-07-02,13437
2013,7,07,July,Jul,3,03,3rd,"3rd July, 2013","Jul 3, 2013",2013-07-03,13247
2013,7,07,July,Jul,4,04,4th,"4th July, 2013","Jul 4, 2013",2013-07-04,8883
2013,7,07,July,Jul,5,05,5th,"5th July, 2013","Jul 5, 2013",2013-07-05,11318
2013,7,07,July,Jul,6,06,6th,"6th July, 2013","Jul 6, 2013",2013-07-06,8420
2013,7,07,July,Jul,7,07,7th,"7th July, 2013","Jul 7, 2013",2013-07-07,7454
2013,7,07,July,Jul,8,08,8th,"8th July, 2013","Jul 8, 2013",2013-07-08,12493
2013,7,07,July,Jul,9,09,9th,"9th July, 2013","Jul 9, 2013",2013-07-09,13408
2013,7,07,July,Jul,10,10,10th,"10th July, 2013","Jul 10, 2013",2013-07-10,12915
2013,7,07,July,Jul,11,11,11th,"11th July, 2013","Jul 11, 2013",2013-07-11,12806
2013,7,07,July,Jul,12,12,12th,"12th July, 2013","Jul 12, 2013",2013-07-12,12535
2013,7,07,July,Jul,13,13,13th,"13th July, 2013","Jul 13, 2013",2013-07-13,8485
2013,7,07,July,Jul,14,14,14th,"14th July, 2013","Jul 14, 2013",2013-07-14,7536
2013,7,07,July,Jul,15,15,15th,"15th July, 2013","Jul 15, 2013",2013-07-15,12506
2013,7,07,July,Jul,16,16,16th,"16th July, 2013","Jul 16, 2013",2013-07-16,13083
2013,7,07,July,Jul,17,17,17th,"17th July, 2013","Jul 17, 2013",2013-07-17,12912
2013,7,07,July,Jul,18,18,18th,"18th July, 2013","Jul 18, 2013",2013-07-18,12824
2013,7,07,July,Jul,19,19,19th,"19th July, 2013","Jul 19, 2013",2013-07-19,12528
2013,7,07,July,Jul,20,20,20th,"20th July, 2013","Jul 20, 2013",2013-07-20,8389
2013,7,07,July,Jul,21,21,21st,"21st July, 2013","Jul 21, 2013",2013-07-21,7564
2013,7,07,July,Jul,22,22,22nd,"22nd July, 2013","Jul 22, 2013",2013-07-22,12544
2013,7,07,July,Jul,23,23,23rd,"23rd July, 2013","Jul 23, 2013",2013-07-23,13316
2013,7,07,July,Jul,24,24,24th,"24th July, 2013","Jul 24, 2013",2013-07-24,12804
2013,7,07,July,Jul,25,25,25th,"25th July, 2013","Jul 25, 2013",2013-07-25,12860
2013,7,07,July,Jul,26,26,26th,"26th July, 2013","Jul 26, 2013",2013-07-26,12249
2013,7,07,July,Jul,27,27,27th,"27th July, 2013","Jul 27, 2013",2013-07-27,8328
2013,7,07,July,Jul,28,28,28th,"28th July, 2013","Jul 28, 2013",2013-07-28,7492
2013,7,07,July,Jul,29,29,29th,"29th July, 2013","Jul 29, 2013",2013-07-29,12096
2013,7,07,July,Jul,30,30,30th,"30th July, 2013","Jul 30, 2013",2013-07-30,12880
2013,7,07,July,Jul,31,31,31st,"31st July, 2013","Jul 31, 2013",2013-07-31,12625
2013,8,08,August,Aug,1,01,1st,"1st August, 2013","Aug 1, 2013",2013-08-01,12971
2013,8,08,August,Aug,2,02,2nd,"2nd August, 2013","Aug 2, 2013",2013-08-02,12561
2013,8,08,August,Aug,3,03,3rd,"3rd August, 2013","Aug 3, 2013",2013-08-03,8539
2013,8,08,August,Aug,4,04,4th,"4th August, 2013","Aug 4, 2013",2013-08-04,7600
2013,8,08,August,Aug,5,05,5th,"5th August, 2013","Aug 5, 2013",2013-08-05,12434
2013,8,08,August,Aug,6,06,6th,"6th August, 2013","Aug 6, 2013",2013-08-06,13055
2013,8,08,August,Aug,7,07,7th,"7th August, 2013","Aug 7, 2013",2013-08-07,13109
2013,8,08,August,Aug,8,08,8th,"8th August, 2013","Aug 8, 2013",2013-08-08,13207
2013,8,08,August,Aug,9,09,9th,"9th August, 2013","Aug 9, 2013",2013-08-09,12756
2013,8,08,August,Aug,10,10,10th,"10th August, 2013","Aug 10, 2013",2013-08-10,8777
2013,8,08,August,Aug,11,11,11th,"11th August, 2013","Aug 11, 2013",2013-08-11,7797
2013,8,08,August,Aug,12,12,12th,"12th August, 2013","Aug 12, 2013",2013-08-12,12391
2013,8,08,August,Aug,13,13,13th,"13th August, 2013","Aug 13, 2013",2013-08-13,12975
2013,8,08,August,Aug,14,14,14th,"14th August, 2013","Aug 14, 2013",2013-08-14,13049
2013,8,08,August,Aug,15,15,15th,"15th August, 2013","Aug 15, 2013",2013-08-15,13101
2013,8,08,August,Aug,16,16,16th,"16th August, 2013","Aug 16, 2013",2013-08-16,12702
2013,8,08,August,Aug,17,17,17th,"17th August, 2013","Aug 17, 2013",2013-08-17,8747
2013,8,08,August,Aug,18,18,18th,"18th August, 2013","Aug 18, 2013",2013-08-18,7612
2013,8,08,August,Aug,19,19,19th,"19th August, 2013","Aug 19, 2013",2013-08-19,12426
2013,8,08,August,Aug,20,20,20th,"20th August, 2013","Aug 20, 2013",2013-08-20,13051
2013,8,08,August,Aug,21,21,21st,"21st August, 2013","Aug 21, 2013",2013-08-21,12903
2013,8,08,August,Aug,22,22,22nd,"22nd August, 2013","Aug 22, 2013",2013-08-22,12873
2013,8,08,August,Aug,23,23,23rd,"23rd August, 2013","Aug 23, 2013",2013-08-23,12805
2013,8,08,August,Aug,24,24,24th,"24th August, 2013","Aug 24, 2013",2013-08-24,8801
2013,8,08,August,Aug,25,25,25th,"25th August, 2013","Aug 25, 2013",2013-08-25,7638
2013,8,08,August,Aug,26,26,26th,"26th August, 2013","Aug 26, 2013",2013-08-26,12293
2013,8,08,August,Aug,27,27,27th,"27th August, 2013","Aug 27, 2013",2013-08-27,13131
2013,8,08,August,Aug,28,28,28th,"28th August, 2013","Aug 28, 2013",2013-08-28,13129
2013,8,08,August,Aug,29,29,29th,"29th August, 2013","Aug 29, 2013",2013-08-29,12873
2013,8,08,August,Aug,30,30,30th,"30th August, 2013","Aug 30, 2013",2013-08-30,12814
2013,8,08,August,Aug,31,31,31st,"31st August, 2013","Aug 31, 2013",2013-08-31,8759
2013,9,09,September,Sep,1,01,1st,"1st September, 2013","Sep 1, 2013",2013-09-01,7620
2013,9,09,September,Sep,2,02,2nd,"2nd September, 2013","Sep 2, 2013",2013-09-02,7896
2013,9,09,September,Sep,3,03,3rd,"3rd September, 2013","Sep 3, 2013",2013-09-03,12910
2013,9,09,September,Sep,4,04,4th,"4th September, 2013","Sep 4, 2013",2013-09-04,13680
2013,9,09,September,Sep,5,05,5th,"5th September, 2013","Sep 5, 2013",2013-09-05,13337
2013,9,09,September,Sep,6,06,6th,"6th September, 2013","Sep 6, 2013",2013-09-06,12876
2013,9,09,September,Sep,7,07,7th,"7th September, 2013","Sep 7, 2013",2013-09-07,8800
2013,9,09,September,Sep,8,08,8th,"8th September, 2013","Sep 8, 2013",2013-09-08,7737
2013,9,09,September,Sep,9,09,9th,"9th September, 2013","Sep 9, 2013",2013-09-09,12653
2013,9,09,September,Sep,10,10,10th,"10th September, 2013","Sep 10, 2013",2013-09-10,13440
2013,9,09,September,Sep,11,11,11th,"11th September, 2013","Sep 11, 2013",2013-09-11,12074
2013,9,09,September,Sep,12,12,12th,"12th September, 2013","Sep 12, 2013",2013-09-12,13460
2013,9,09,September,Sep,13,13,13th,"13th September, 2013","Sep 13, 2013",2013-09-13,12669
2013,9,09,September,Sep,14,14,14th,"14th September, 2013","Sep 14, 2013",2013-09-14,8795
2013,9,09,September,Sep,15,15,15th,"15th September, 2013","Sep 15, 2013",2013-09-15,7865
2013,9,09,September,Sep,16,16,16th,"16th September, 2013","Sep 16, 2013",2013-09-16,12842
2013,9,09,September,Sep,17,17,17th,"17th September, 2013","Sep 17, 2013",2013-09-17,13542
2013,9,09,September,Sep,18,18,18th,"18th September, 2013","Sep 18, 2013",2013-09-18,13242
2013,9,09,September,Sep,19,19,19th,"19th September, 2013","Sep 19, 2013",2013-09-19,13333
2013,9,09,September,Sep,20,20,20th,"20th September, 2013","Sep 20, 2013",2013-09-20,13040
2013,9,09,September,Sep,21,21,21st,"21st September, 2013","Sep 21, 2013",2013-09-21,8863
2013,9,09,September,Sep,22,22,22nd,"22nd September, 2013","Sep 22, 2013",2013-09-22,7817
2013,9,09,September,Sep,23,23,23rd,"23rd September, 2013","Sep 23, 2013",2013-09-23,12715
2013,9,09,September,Sep,24,24,24th,"24th September, 2013","Sep 24, 2013",2013-09-24,13173
2013,9,09,September,Sep,25,25,25th,"25th September, 2013","Sep 25, 2013",2013-09-25,13042
2013,9,09,September,Sep,26,26,26th,"26th September, 2013","Sep 26, 2013",2013-09-26,13044
2013,9,09,September,Sep,27,27,27th,"27th September, 2013","Sep 27, 2013",2013-09-27,12774
2013,9,09,September,Sep,28,28,28th,"28th September, 2013","Sep 28, 2013",2013-09-28,8704
2013,9,09,September,Sep,29,29,29th,"29th September, 2013","Sep 29, 2013",2013-09-29,7618
2013,9,09,September,Sep,30,30,30th,"30th September, 2013","Sep 30, 2013",2013-09-30,12115
2013,10,10,October,Oc,1,01,1st,"1st October, 2013","Oc 1, 2013",2013-10-01,13195
2013,10,10,October,Oc,2,02,2nd,"2nd October, 2013","Oc 2, 2013",2013-10-02,12614
2013,10,10,October,Oc,3,03,3rd,"3rd October, 2013","Oc 3, 2013",2013-10-03,12880
2013,10,10,October,Oc,4,04,4th,"4th October, 2013","Oc 4, 2013",2013-10-04,12493
2013,10,10,October,Oc,5,05,5th,"5th October, 2013","Oc 5, 2013",2013-10-05,8593
2013,10,10,October,Oc,6,06,6th,"6th October, 2013","Oc 6, 2013",2013-10-06,7471
2013,10,10,October,Oc,7,07,7th,"7th October, 2013","Oc 7, 2013",2013-10-07,11877
2013,10,10,October,Oc,8,08,8th,"8th October, 2013","Oc 8, 2013",2013-10-08,12765
2013,10,10,October,Oc,9,09,9th,"9th October, 2013","Oc 9, 2013",2013-10-09,12393
2013,10,10,October,Oc,10,10,10th,"10th October, 2013","Oc 10, 2013",2013-10-10,12804
2013,10,10,October,Oc,11,11,11th,"11th October, 2013","Oc 11, 2013",2013-10-11,12192
2013,10,10,October,Oc,12,12,12th,"12th October, 2013","Oc 12, 2013",2013-10-12,8223
2013,10,10,October,Oc,13,13,13th,"13th October, 2013","Oc 13, 2013",2013-10-13,7172
2013,10,10,October,Oc,14,14,14th,"14th October, 2013","Oc 14, 2013",2013-10-14,11736
2013,10,10,October,Oc,15,15,15th,"15th October, 2013","Oc 15, 2013",2013-10-15,12582
2013,10,10,October,Oc,16,16,16th,"16th October, 2013","Oc 16, 2013",2013-10-16,12227
2013,10,10,October,Oc,17,17,17th,"17th October, 2013","Oc 17, 2013",2013-10-17,12220
2013,10,10,October,Oc,18,18,18th,"18th October, 2013","Oc 18, 2013",2013-10-18,12169
2013,10,10,October,Oc,19,19,19th,"19th October, 2013","Oc 19, 2013",2013-10-19,7995
2013,10,10,October,Oc,20,20,20th,"20th October, 2013","Oc 20, 2013",2013-10-20,7121
2013,10,10,October,Oc,21,21,21st,"21st October, 2013","Oc 21, 2013",2013-10-21,11687
2013,10,10,October,Oc,22,22,22nd,"22nd October, 2013","Oc 22, 2013",2013-10-22,12462
2013,10,10,October,Oc,23,23,23rd,"23rd October, 2013","Oc 23, 2013",2013-10-23,12223
2013,10,10,October,Oc,24,24,24th,"24th October, 2013","Oc 24, 2013",2013-10-24,12320
2013,10,10,October,Oc,25,25,25th,"25th October, 2013","Oc 25, 2013",2013-10-25,12210
2013,10,10,October,Oc,26,26,26th,"26th October, 2013","Oc 26, 2013",2013-10-26,8077
2013,10,10,October,Oc,27,27,27th,"27th October, 2013","Oc 27, 2013",2013-10-27,7139
2013,10,10,October,Oc,28,28,28th,"28th October, 2013","Oc 28, 2013",2013-10-28,12199
